Date,Model,Category,Region,City,Units Sold,Revenue
2023-04-15,Punch,Compact SUV,South,Hyderabad,5,3635370
2023-04-15,Curvv,Coupe SUV,South,Kochi,2,3457446
2023-04-15,Punch,Compact SUV,North,Delhi,4,2526388
2023-04-15,Harrier,Premium SUV,West,Mumbai,2,3981782
2023-04-15,Tigor,Sedan,South,Chennai,4,2619224
2023-04-15,Altroz,Premium Hatchback,South,Chennai,5,5246495
2023-04-15,Nexon EV,Electric SUV,North,Jaipur,3,4796142
2023-04-15,Safari,7-Seater SUV,Central,Indore,4,7491836
2023-04-15,Nexon EV,Electric SUV,North,Delhi,2,2629412
2023-04-15,Altroz,Premium Hatchback,West,Pune,4,3901236
2023-04-15,Nexon EV,Electric SUV,South,Chennai,4,5194164
2023-04-15,Punch,Compact SUV,East,Kolkata,4,2744344
2023-04-15,Curvv,Coupe SUV,East,Kolkata,5,8399390
2023-04-15,Punch,Compact SUV,South,Bangalore,4,2624756
2023-04-15,Curvv EV,Electric Coupe SUV,North,Delhi,2,3417392
2023-04-15,Tiago EV,Electric Hatchback,South,Bangalore,3,2444961
2023-04-15,Tiago EV,Electric Hatchback,South,Kochi,5,5186570
2023-04-15,Altroz,Premium Hatchback,East,Kolkata,1,938517
2023-04-15,Punch,Compact SUV,South,Hyderabad,4,2844732
2023-04-15,Nexon,SUV,West,Pune,5,6258885
2023-04-15,Nexon EV,Electric SUV,South,Hyderabad,1,1431389
2023-04-15,Safari,7-Seater SUV,South,Hyderabad,1,1653042
2023-04-16,Curvv EV,Electric Coupe SUV,West,Pune,2,3708286
2023-04-16,Harrier,Premium SUV,West,Pune,2,4245810
2023-04-16,Safari,7-Seater SUV,North,Jaipur,5,12925940
2023-04-16,Nexon EV,Electric SUV,West,Pune,1,1557124
2023-04-16,Tiago,Hatchback,South,Kochi,2,1116478
2023-04-16,Harrier,Premium SUV,North,Delhi,1,2438536
2023-04-16,Tiago,Hatchback,North,Lucknow,3,1875546
2023-04-16,Punch,Compact SUV,North,Jaipur,1,744420
2023-04-16,Harrier,Premium SUV,North,Lucknow,4,7643780
2023-04-16,Tigor,Sedan,North,Delhi,2,1481298
2023-04-16,Tiago EV,Electric Hatchback,South,Chennai,2,1813464
2023-04-16,Altroz,Premium Hatchback,South,Kochi,3,3060210
2023-04-16,Punch EV,Electric Compact SUV,East,Kolkata,1,1049410
2023-04-16,Nexon,SUV,North,Jaipur,5,6499585
2023-04-16,Curvv EV,Electric Coupe SUV,East,Kolkata,2,3578500
2023-04-16,Altroz,Premium Hatchback,South,Kochi,1,737370
2023-04-16,Nexon,SUV,South,Hyderabad,4,3794892
2023-04-16,Tiago,Hatchback,South,Kochi,4,2897416
2023-04-16,Altroz,Premium Hatchback,West,Mumbai,2,1576648
2023-04-16,Punch,Compact SUV,South,Bangalore,1,911429
2023-04-16,Altroz,Premium Hatchback,West,Ahmedabad,5,3252635
2023-04-16,Tiago EV,Electric Hatchback,South,Chennai,4,3429396
2023-04-16,Tiago,Hatchback,West,Mumbai,5,3261940
2023-04-16,Harrier,Premium SUV,North,Jaipur,5,8377155
2023-04-16,Nexon,SUV,North,Delhi,1,1119398
2023-04-16,Curvv EV,Electric Coupe SUV,South,Hyderabad,4,7828992
2023-04-16,Curvv EV,Electric Coupe SUV,South,Hyderabad,5,9174600
2023-04-16,Curvv,Coupe SUV,West,Ahmedabad,3,4145955
2023-04-16,Tiago EV,Electric Hatchback,West,Mumbai,3,2873640
2023-04-16,Curvv EV,Electric Coupe SUV,South,Hyderabad,5,10530370
2023-04-16,Curvv,Coupe SUV,North,Lucknow,4,4472952
2023-04-16,Safari,7-Seater SUV,South,Kochi,5,7967340
2023-04-16,Nexon,SUV,West,Pune,2,2982792
2023-04-16,Nexon,SUV,South,Hyderabad,4,3329620
2023-04-17,Punch EV,Electric Compact SUV,Central,Indore,4,4753756
2023-04-17,Harrier,Premium SUV,Central,Indore,1,1703258
2023-04-17,Tigor,Sedan,South,Kochi,1,743615
2023-04-17,Curvv,Coupe SUV,South,Kochi,5,7355465
2023-04-17,Nexon EV,Electric SUV,South,Bangalore,3,5031819
2023-04-17,Curvv,Coupe SUV,South,Hyderabad,3,4230060
2023-04-17,Punch EV,Electric Compact SUV,West,Pune,3,3486522
2023-04-17,Harrier,Premium SUV,West,Mumbai,5,10226705
2023-04-17,Curvv EV,Electric Coupe SUV,South,Hyderabad,5,8822335
2023-04-17,Tigor,Sedan,West,Ahmedabad,5,3909630
2023-04-17,Safari,7-Seater SUV,North,Delhi,1,2596325
2023-04-17,Curvv,Coupe SUV,South,Bangalore,4,6855996
2023-04-17,Nexon,SUV,North,Jaipur,3,4362288
2023-04-17,Nexon EV,Electric SUV,South,Kochi,2,2718394
2023-04-17,Tiago EV,Electric Hatchback,East,Kolkata,1,954521
2023-04-17,Tiago,Hatchback,West,Ahmedabad,1,613941
2023-04-17,Safari,7-Seater SUV,North,Lucknow,1,1661554
2023-04-17,Tiago EV,Electric Hatchback,East,Kolkata,1,1025613
2023-04-17,Altroz,Premium Hatchback,South,Kochi,1,676163
2023-04-17,Safari,7-Seater SUV,South,Bangalore,3,6432150
2023-04-17,Nexon EV,Electric SUV,South,Kochi,5,6406420
2023-04-17,Punch,Compact SUV,Central,Indore,3,2024358
2023-04-17,Curvv EV,Electric Coupe SUV,South,Chennai,4,8027304
2023-04-17,Punch,Compact SUV,East,Kolkata,2,1233696
2023-04-17,Tiago EV,Electric Hatchback,South,Hyderabad,2,2005002
2023-04-18,Tigor,Sedan,North,Delhi,3,2275038
2023-04-18,Punch EV,Electric Compact SUV,East,Kolkata,2,2591298
2023-04-18,Tigor,Sedan,South,Kochi,3,2709378
2023-04-18,Nexon,SUV,South,Kochi,2,2124330
2023-04-18,Nexon,SUV,West,Pune,5,5046075
2023-04-18,Safari,7-Seater SUV,East,Kolkata,1,2173554
2023-04-18,Punch EV,Electric Compact SUV,South,Kochi,4,5144688
2023-04-18,Nexon,SUV,West,Pune,4,3602828
2023-04-18,Nexon,SUV,North,Jaipur,4,4513908
2023-04-18,Nexon EV,Electric SUV,South,Kochi,3,4336695
2023-04-18,Altroz,Premium Hatchback,West,Pune,4,3481864
2023-04-18,Tigor,Sedan,West,Ahmedabad,1,893029
2023-04-18,Tiago,Hatchback,West,Pune,1,573707
2023-04-18,Punch EV,Electric Compact SUV,East,Kolkata,2,2608512
2023-04-18,Nexon EV,Electric SUV,South,Hyderabad,2,3051050
2023-04-18,Nexon EV,Electric SUV,North,Lucknow,3,3684204
2023-04-18,Tigor,Sedan,South,Bangalore,4,2412484
2023-04-18,Tiago EV,Electric Hatchback,North,Jaipur,4,3313972
2023-04-18,Punch,Compact SUV,West,Mumbai,3,2822172
2023-04-18,Punch,Compact SUV,South,Hyderabad,5,3255325
2023-04-18,Safari,7-Seater SUV,North,Lucknow,4,8979208
2023-04-18,Tiago,Hatchback,North,Delhi,5,3839085
2023-04-18,Curvv EV,Electric Coupe SUV,Central,Indore,1,2067826
2023-04-18,Harrier,Premium SUV,North,Jaipur,2,4178702
2023-04-18,Curvv EV,Electric Coupe SUV,West,Ahmedabad,2,3634402
2023-04-18,Curvv,Coupe SUV,South,Kochi,2,2631016
2023-04-18,Curvv,Coupe SUV,East,Kolkata,1,1844750
2023-04-18,Tiago EV,Electric Hatchback,North,Lucknow,2,1720280
2023-04-18,Punch,Compact SUV,West,Mumbai,2,1833120
2023-04-18,Punch,Compact SUV,North,Jaipur,1,729607
2023-04-18,Harrier,Premium SUV,North,Delhi,4,6103416
2023-04-18,Nexon EV,Electric SUV,West,Ahmedabad,4,4916712
2023-04-18,Punch,Compact SUV,East,Kolkata,4,3414432
2023-04-18,Nexon,SUV,South,Chennai,5,5364570
2023-04-18,Punch EV,Electric Compact SUV,South,Kochi,4,5380260
2023-04-18,Punch EV,Electric Compact SUV,North,Delhi,4,4306700
2023-04-18,Curvv,Coupe SUV,West,Mumbai,2,2297136
2023-04-19,Nexon,SUV,North,Jaipur,5,5050415
2023-04-19,Tiago EV,Electric Hatchback,West,Ahmedabad,3,2855262
2023-04-19,Curvv,Coupe SUV,North,Delhi,5,7584550
2023-04-19,Altroz,Premium Hatchback,South,Kochi,3,2565285
2023-04-19,Tigor,Sedan,Central,Indore,1,843250
2023-04-19,Tigor,Sedan,West,Pune,2,1229328
2023-04-19,Safari,7-Seater SUV,West,Ahmedabad,1,2366692
2023-04-19,Tiago,Hatchback,North,Lucknow,3,1553607
2023-04-19,Curvv,Coupe SUV,South,Kochi,5,7330350
2023-04-19,Tiago,Hatchback,South,Hyderabad,2,1490636
2023-04-19,Curvv EV,Electric Coupe SUV,West,Ahmedabad,3,5114343
2023-04-19,Nexon,SUV,South,Hyderabad,5,6638245
2023-04-19,Harrier,Premium SUV,South,Hyderabad,5,9547995
2023-04-19,Nexon EV,Electric SUV,North,Delhi,2,3087780
2023-04-19,Nexon,SUV,South,Hyderabad,5,5778860
2023-04-19,Tiago EV,Electric Hatchback,Central,Indore,2,1891860
2023-04-19,Curvv,Coupe SUV,East,Kolkata,4,4286092
2023-04-19,Curvv,Coupe SUV,West,Ahmedabad,4,5978672
2023-04-19,Punch EV,Electric Compact SUV,South,Kochi,2,2604020
2023-04-19,Curvv EV,Electric Coupe SUV,North,Jaipur,5,9179545
2023-04-19,Nexon,SUV,Central,Indore,3,4252368
2023-04-19,Punch EV,Electric Compact SUV,South,Hyderabad,5,6618670
2023-04-19,Tigor,Sedan,North,Delhi,1,615477
2023-04-19,Curvv EV,Electric Coupe SUV,South,Bangalore,2,3501228
2023-04-19,Curvv,Coupe SUV,North,Delhi,4,6849284
2023-04-20,Altroz,Premium Hatchback,South,Chennai,2,1410552
2023-04-20,Nexon,SUV,Central,Indore,4,4961840
2023-04-20,Punch,Compact SUV,West,Mumbai,5,3656625
2023-04-20,Punch,Compact SUV,West,Mumbai,1,831488
2023-04-20,Altroz,Premium Hatchback,North,Lucknow,1,741261
2023-04-20,Altroz,Premium Hatchback,North,Delhi,4,3391944
2023-04-20,Nexon,SUV,South,Kochi,5,6917495
2023-04-20,Harrier,Premium SUV,South,Chennai,3,6044874
2023-04-20,Tiago EV,Electric Hatchback,South,Kochi,3,2754675
2023-04-20,Harrier,Premium SUV,Central,Indore,2,3910296
2023-04-20,Nexon EV,Electric SUV,South,Chennai,1,1505192
2023-04-20,Tiago,Hatchback,South,Kochi,1,606713
2023-04-20,Tiago,Hatchback,South,Bangalore,1,688513
2023-04-20,Tigor,Sedan,North,Lucknow,5,3188650
2023-04-20,Altroz,Premium Hatchback,South,Bangalore,5,4550690
2023-04-20,Harrier,Premium SUV,South,Chennai,5,11838880
2023-04-20,Tiago EV,Electric Hatchback,North,Jaipur,3,2960700
2023-04-20,Punch EV,Electric Compact SUV,North,Jaipur,2,2070416
2023-04-20,Tiago EV,Electric Hatchback,West,Pune,4,3348620
2023-04-20,Punch EV,Electric Compact SUV,North,Delhi,2,2542372
2023-04-20,Safari,7-Seater SUV,North,Delhi,1,2595875
2023-04-20,Harrier,Premium SUV,West,Mumbai,5,10333975
2023-04-20,Altroz,Premium Hatchback,West,Mumbai,2,2161224
2023-04-20,Safari,7-Seater SUV,East,Kolkata,4,9202324
2023-04-20,Punch,Compact SUV,South,Bangalore,3,1917612
2023-04-20,Nexon EV,Electric SUV,North,Lucknow,2,3294640
2023-04-20,Nexon EV,Electric SUV,North,Lucknow,5,6818515
2023-04-20,Tigor,Sedan,North,Lucknow,1,886230
2023-04-20,Curvv EV,Electric Coupe SUV,North,Delhi,5,9734640
2023-04-20,Safari,7-Seater SUV,South,Kochi,1,1617685
2023-04-20,Altroz,Premium Hatchback,West,Pune,3,2265375
2023-04-20,Altroz,Premium Hatchback,West,Mumbai,2,1514154
2023-04-20,Nexon EV,Electric SUV,Central,Indore,3,5053599
2023-04-20,Curvv,Coupe SUV,West,Mumbai,2,3035060
2023-04-20,Punch,Compact SUV,North,Lucknow,5,4843110
2023-04-20,Tiago,Hatchback,South,Hyderabad,1,718229
2023-04-20,Punch EV,Electric Compact SUV,Central,Indore,5,5211270
2023-04-20,Nexon EV,Electric SUV,West,Ahmedabad,2,2683648
2023-04-20,Curvv EV,Electric Coupe SUV,West,Mumbai,1,1718664
2023-04-20,Tiago EV,Electric Hatchback,North,Jaipur,2,1967270
2023-04-21,Tiago EV,Electric Hatchback,East,Kolkata,2,1622484
2023-04-21,Tiago,Hatchback,West,Mumbai,2,1560134
2023-04-21,Punch EV,Electric Compact SUV,West,Pune,1,1289667
2023-04-21,Tiago EV,Electric Hatchback,West,Mumbai,4,3991104
2023-04-21,Curvv EV,Electric Coupe SUV,South,Bangalore,4,8270808
2023-04-21,Tigor,Sedan,North,Jaipur,2,1321196
2023-04-21,Tiago EV,Electric Hatchback,North,Delhi,5,4963925
2023-04-21,Altroz,Premium Hatchback,South,Chennai,3,2636592
2023-04-21,Tiago,Hatchback,South,Chennai,2,1096458
2023-04-21,Punch EV,Electric Compact SUV,West,Mumbai,2,2433130
2023-04-21,Curvv EV,Electric Coupe SUV,North,Jaipur,5,8620005
2023-04-21,Tiago,Hatchback,Central,Indore,2,1059646
2023-04-21,Punch,Compact SUV,West,Mumbai,2,1659858
2023-04-21,Nexon,SUV,East,Kolkata,1,1129384
2023-04-21,Altroz,Premium Hatchback,North,Lucknow,2,1606616
2023-04-21,Nexon,SUV,North,Lucknow,4,5207816
2023-04-21,Curvv,Coupe SUV,North,Delhi,1,1080088
2023-04-21,Safari,7-Seater SUV,North,Jaipur,2,5175882
2023-04-21,Curvv EV,Electric Coupe SUV,Central,Indore,3,6511863
2023-04-21,Harrier,Premium SUV,West,Ahmedabad,3,7461471
2023-04-21,Altroz,Premium Hatchback,North,Jaipur,3,2978091
2023-04-21,Harrier,Premium SUV,North,Jaipur,3,5503041
2023-04-21,Curvv EV,Electric Coupe SUV,North,Jaipur,5,8773620
2023-04-21,Tiago,Hatchback,South,Hyderabad,4,3304156
2023-04-21,Tiago EV,Electric Hatchback,East,Kolkata,1,906721
2023-04-21,Nexon,SUV,North,Jaipur,2,2239502
2023-04-21,Curvv EV,Electric Coupe SUV,North,Jaipur,2,3528710
2023-04-21,Altroz,Premium Hatchback,Central,Indore,2,1337608
2023-04-21,Harrier,Premium SUV,Central,Indore,4,8725912
2023-04-21,Tiago EV,Electric Hatchback,North,Delhi,1,1061571
2023-04-21,Tiago,Hatchback,East,Kolkata,3,2425221
2023-04-21,Tigor,Sedan,East,Kolkata,1,631310
2023-04-21,Safari,7-Seater SUV,North,Lucknow,4,10355356
2023-04-21,Tiago,Hatchback,West,Pune,4,2931176
2023-04-21,Tiago,Hatchback,South,Chennai,2,1397752
2023-04-21,Nexon,SUV,South,Kochi,4,5433432
2023-04-21,Tiago,Hatchback,South,Kochi,3,1549239
2023-04-22,Altroz,Premium Hatchback,West,Mumbai,5,5227815
2023-04-22,Altroz,Premium Hatchback,East,Kolkata,5,3817655
2023-04-22,Tiago,Hatchback,South,Hyderabad,5,3637900
2023-04-22,Tigor,Sedan,Central,Indore,1,657257
2023-04-22,Nexon EV,Electric SUV,West,Pune,3,4950324
2023-04-22,Nexon EV,Electric SUV,West,Ahmedabad,4,6000832
2023-04-22,Curvv EV,Electric Coupe SUV,North,Lucknow,5,9181835
2023-04-22,Nexon,SUV,West,Pune,4,4199196
2023-04-22,Nexon,SUV,West,Mumbai,3,3263163
2023-04-22,Punch,Compact SUV,South,Chennai,5,3775485
2023-04-22,Altroz,Premium Hatchback,North,Lucknow,4,2680960
2023-04-22,Punch EV,Electric Compact SUV,East,Kolkata,3,3422703
2023-04-22,Curvv,Coupe SUV,East,Kolkata,5,5064690
2023-04-22,Punch,Compact SUV,East,Kolkata,5,4732185
2023-04-22,Altroz,Premium Hatchback,East,Kolkata,2,1765366
2023-04-22,Tiago EV,Electric Hatchback,West,Mumbai,4,3218600
2023-04-22,Tiago EV,Electric Hatchback,West,Mumbai,3,3155301
2023-04-22,Curvv,Coupe SUV,North,Jaipur,2,2856918
2023-04-22,Tiago,Hatchback,North,Lucknow,1,644937
2023-04-22,Punch EV,Electric Compact SUV,North,Jaipur,3,3100731
2023-04-22,Tiago EV,Electric Hatchback,South,Bangalore,3,2834337
2023-04-22,Safari,7-Seater SUV,West,Ahmedabad,2,4053864
2023-04-22,Curvv,Coupe SUV,South,Bangalore,2,3295932
2023-04-22,Curvv,Coupe SUV,West,Mumbai,2,2240010
2023-04-22,Curvv,Coupe SUV,West,Mumbai,2,3435376
2023-04-22,Nexon EV,Electric SUV,West,Ahmedabad,5,6831870
2023-04-22,Tiago,Hatchback,North,Jaipur,2,1063766
2023-04-22,Curvv EV,Electric Coupe SUV,East,Kolkata,3,5125350
2023-04-22,Curvv,Coupe SUV,South,Hyderabad,5,8766060
2023-04-22,Tiago,Hatchback,North,Lucknow,2,1366718
2023-04-22,Punch,Compact SUV,North,Delhi,5,4163425
2023-04-22,Punch,Compact SUV,North,Jaipur,1,724245
2023-04-22,Harrier,Premium SUV,South,Hyderabad,5,9446990
2023-04-22,Curvv,Coupe SUV,West,Pune,1,1673067
2023-04-22,Tigor,Sedan,East,Kolkata,2,1225894
2023-04-22,Altroz,Premium Hatchback,North,Lucknow,3,2476887
2023-04-22,Tigor,Sedan,South,Kochi,3,2540322
2023-04-22,Safari,7-Seater SUV,North,Lucknow,1,1886200
2023-04-22,Altroz,Premium Hatchback,West,Mumbai,3,2186028
2023-04-22,Punch EV,Electric Compact SUV,West,Mumbai,1,1319311
2023-04-22,Harrier,Premium SUV,South,Hyderabad,5,11252685
2023-04-22,Curvv EV,Electric Coupe SUV,North,Jaipur,5,10368665
2023-04-22,Altroz,Premium Hatchback,South,Chennai,4,4342160
2023-04-22,Punch EV,Electric Compact SUV,West,Mumbai,2,2399600
2023-04-23,Punch,Compact SUV,South,Chennai,5,4319880
2023-04-23,Punch EV,Electric Compact SUV,South,Kochi,5,6924005
2023-04-23,Tigor,Sedan,North,Jaipur,1,876696
2023-04-23,Tiago,Hatchback,North,Lucknow,4,3382436
2023-04-23,Nexon EV,Electric SUV,North,Jaipur,4,5464668
2023-04-23,Safari,7-Seater SUV,South,Chennai,5,10823010
2023-04-23,Harrier,Premium SUV,South,Hyderabad,2,4675636
2023-04-23,Altroz,Premium Hatchback,South,Chennai,4,3260216
2023-04-23,Curvv EV,Electric Coupe SUV,North,Delhi,2,3866624
2023-04-23,Curvv EV,Electric Coupe SUV,West,Pune,3,5225340
2023-04-23,Altroz,Premium Hatchback,North,Jaipur,5,3450390
2023-04-23,Altroz,Premium Hatchback,South,Kochi,4,3869232
2023-04-23,Harrier,Premium SUV,West,Ahmedabad,4,6963696
2023-04-23,Punch EV,Electric Compact SUV,South,Bangalore,5,5642105
2023-04-23,Tigor,Sedan,South,Kochi,5,4745620
2023-04-24,Punch EV,Electric Compact SUV,East,Kolkata,3,3537243
2023-04-24,Altroz,Premium Hatchback,North,Delhi,1,864173
2023-04-24,Tigor,Sedan,North,Jaipur,2,1803992
2023-04-24,Tiago EV,Electric Hatchback,South,Kochi,2,1788654
2023-04-24,Tiago EV,Electric Hatchback,West,Mumbai,2,1726656
2023-04-24,Tigor,Sedan,East,Kolkata,5,4231710
2023-04-24,Curvv EV,Electric Coupe SUV,North,Delhi,2,4311692
2023-04-24,Tiago,Hatchback,West,Pune,1,587522
2023-04-24,Punch,Compact SUV,South,Bangalore,5,4387550
2023-04-24,Tigor,Sedan,West,Pune,3,2000466
2023-04-24,Tigor,Sedan,Central,Indore,5,3632905
2023-04-24,Curvv EV,Electric Coupe SUV,East,Kolkata,1,1876584
2023-04-24,Altroz,Premium Hatchback,North,Lucknow,5,4866455
2023-04-24,Punch,Compact SUV,Central,Indore,1,638667
2023-04-24,Curvv EV,Electric Coupe SUV,South,Hyderabad,4,8709820
2023-04-24,Tigor,Sedan,South,Kochi,4,3313708
2023-04-24,Safari,7-Seater SUV,West,Ahmedabad,2,3869448
2023-04-24,Curvv EV,Electric Coupe SUV,North,Lucknow,5,8719645
2023-04-25,Tiago,Hatchback,North,Lucknow,5,3469600
2023-04-25,Curvv,Coupe SUV,South,Kochi,4,5591212
2023-04-25,Altroz,Premium Hatchback,West,Ahmedabad,2,1833376
2023-04-25,Curvv EV,Electric Coupe SUV,North,Lucknow,3,6585990
2023-04-25,Punch,Compact SUV,South,Chennai,3,2575881
2023-04-25,Altroz,Premium Hatchback,West,Mumbai,5,4607060
2023-04-25,Nexon EV,Electric SUV,North,Lucknow,5,8212665
2023-04-25,Tigor,Sedan,East,Kolkata,3,2404086
2023-04-25,Altroz,Premium Hatchback,South,Bangalore,2,1343970
2023-04-25,Curvv EV,Electric Coupe SUV,Central,Indore,2,3851450
2023-04-25,Nexon EV,Electric SUV,East,Kolkata,5,8305775
2023-04-25,Punch EV,Electric Compact SUV,South,Hyderabad,1,1182109
2023-04-25,Safari,7-Seater SUV,South,Bangalore,1,2153650
2023-04-25,Safari,7-Seater SUV,West,Ahmedabad,4,8075972
2023-04-25,Nexon,SUV,East,Kolkata,3,4306845
2023-04-25,Punch,Compact SUV,South,Chennai,3,2021778
2023-04-25,Punch,Compact SUV,South,Chennai,5,4333520
2023-04-25,Nexon,SUV,West,Mumbai,5,4208375
2023-04-25,Nexon EV,Electric SUV,North,Jaipur,2,2406988
2023-04-26,Tiago,Hatchback,South,Hyderabad,2,1295528
2023-04-26,Punch EV,Electric Compact SUV,West,Pune,4,5092392
2023-04-26,Nexon,SUV,West,Ahmedabad,3,2744817
2023-04-26,Curvv EV,Electric Coupe SUV,Central,Indore,1,1932996
2023-04-26,Tigor,Sedan,West,Ahmedabad,3,1936623
2023-04-26,Nexon,SUV,East,Kolkata,1,1170903
2023-04-26,Punch,Compact SUV,Central,Indore,2,1962692
2023-04-26,Punch,Compact SUV,South,Hyderabad,2,1731690
2023-04-26,Altroz,Premium Hatchback,East,Kolkata,4,3922512
2023-04-26,Curvv EV,Electric Coupe SUV,North,Jaipur,1,2070571
2023-04-26,Curvv EV,Electric Coupe SUV,South,Hyderabad,1,1927214
2023-04-26,Punch,Compact SUV,Central,Indore,5,3832375
2023-04-26,Harrier,Premium SUV,North,Jaipur,1,2495290
2023-04-26,Curvv,Coupe SUV,South,Kochi,1,1257859
2023-04-26,Nexon,SUV,North,Lucknow,4,4123624
2023-04-26,Curvv,Coupe SUV,South,Chennai,3,4478853
2023-04-26,Nexon,SUV,West,Ahmedabad,2,2641710
2023-04-26,Safari,7-Seater SUV,South,Bangalore,2,3472082
2023-04-26,Nexon EV,Electric SUV,Central,Indore,2,2403352
2023-04-26,Tigor,Sedan,North,Delhi,4,3569656
2023-04-26,Punch EV,Electric Compact SUV,South,Chennai,2,2040698
2023-04-26,Tigor,Sedan,Central,Indore,3,2764758
2023-04-26,Tigor,Sedan,South,Kochi,5,3615290
2023-04-26,Curvv,Coupe SUV,South,Hyderabad,4,6224912
2023-04-26,Curvv,Coupe SUV,South,Bangalore,3,5644587
2023-04-26,Harrier,Premium SUV,East,Kolkata,4,8056136
2023-04-26,Curvv,Coupe SUV,West,Pune,5,6872375
2023-04-26,Nexon EV,Electric SUV,West,Ahmedabad,3,3751833
2023-04-26,Harrier,Premium SUV,North,Delhi,3,5819928
2023-04-26,Tiago EV,Electric Hatchback,South,Hyderabad,2,2045502
2023-04-26,Punch,Compact SUV,South,Bangalore,4,3068792
2023-04-26,Curvv,Coupe SUV,North,Delhi,3,5192472
2023-04-26,Tigor,Sedan,Central,Indore,2,1707236
2023-04-26,Tiago EV,Electric Hatchback,North,Lucknow,4,3692536
2023-04-26,Tiago,Hatchback,East,Kolkata,3,2298207
2023-04-26,Harrier,Premium SUV,West,Pune,1,2089569
2023-04-26,Altroz,Premium Hatchback,East,Kolkata,3,2596806
2023-04-26,Tigor,Sedan,West,Ahmedabad,4,3236088
2023-04-26,Safari,7-Seater SUV,West,Mumbai,3,7704534
2023-04-26,Curvv EV,Electric Coupe SUV,South,Chennai,3,6100758
2023-04-26,Tiago,Hatchback,East,Kolkata,4,2859436
2023-04-27,Punch EV,Electric Compact SUV,South,Bangalore,5,5540540
2023-04-27,Curvv,Coupe SUV,North,Delhi,5,8202095
2023-04-27,Altroz,Premium Hatchback,South,Bangalore,5,4664965
2023-04-27,Tiago,Hatchback,Central,Indore,1,698803
2023-04-27,Punch,Compact SUV,Central,Indore,3,2354748
2023-04-27,Nexon EV,Electric SUV,North,Delhi,1,1471921
2023-04-27,Harrier,Premium SUV,South,Hyderabad,5,8540395
2023-04-27,Nexon,SUV,North,Jaipur,4,4161896
2023-04-27,Safari,7-Seater SUV,South,Bangalore,3,6735630
2023-04-27,Tigor,Sedan,South,Chennai,5,3651960
2023-04-27,Tiago,Hatchback,West,Mumbai,1,776066
2023-04-27,Punch,Compact SUV,North,Jaipur,4,3416908
2023-04-27,Tiago,Hatchback,South,Bangalore,3,1974165
2023-04-27,Tiago,Hatchback,South,Chennai,2,1035418
2023-04-27,Safari,7-Seater SUV,Central,Indore,1,2342423
2023-04-27,Curvv,Coupe SUV,West,Pune,2,3716090
2023-04-27,Curvv EV,Electric Coupe SUV,East,Kolkata,1,1740122
2023-04-27,Punch,Compact SUV,North,Jaipur,4,2442264
2023-04-27,Tiago,Hatchback,Central,Indore,5,4085635
2023-04-27,Nexon,SUV,North,Delhi,5,6050615
2023-04-27,Harrier,Premium SUV,North,Lucknow,3,6968676
2023-04-27,Altroz,Premium Hatchback,West,Pune,5,5198995
2023-04-27,Tiago,Hatchback,East,Kolkata,3,2221794
2023-04-27,Harrier,Premium SUV,North,Delhi,3,6563757
2023-04-28,Tiago EV,Electric Hatchback,West,Pune,3,3075597
2023-04-28,Punch,Compact SUV,South,Chennai,4,3576492
2023-04-28,Safari,7-Seater SUV,West,Ahmedabad,3,8004627
2023-04-28,Nexon EV,Electric SUV,South,Chennai,4,4836096
2023-04-28,Tiago EV,Electric Hatchback,Central,Indore,4,3981684
2023-04-28,Nexon EV,Electric SUV,Central,Indore,1,1437119
2023-04-28,Harrier,Premium SUV,North,Lucknow,1,1916650
2023-04-28,Harrier,Premium SUV,West,Ahmedabad,3,5999901
2023-04-28,Punch EV,Electric Compact SUV,North,Delhi,3,3522873
2023-04-28,Nexon,SUV,South,Kochi,1,900022
2023-04-28,Nexon EV,Electric SUV,South,Bangalore,2,3306836
2023-04-28,Tiago EV,Electric Hatchback,North,Lucknow,2,1687962
2023-04-28,Nexon,SUV,West,Pune,5,6482580
2023-04-28,Nexon EV,Electric SUV,Central,Indore,5,7993815
2023-04-28,Harrier,Premium SUV,West,Mumbai,4,7057064
2023-04-28,Tigor,Sedan,East,Kolkata,3,2036892
2023-04-28,Tiago,Hatchback,South,Hyderabad,5,4069535
2023-04-28,Tigor,Sedan,West,Mumbai,3,2129079
2023-04-28,Nexon EV,Electric SUV,West,Ahmedabad,5,7310235
2023-04-28,Altroz,Premium Hatchback,South,Kochi,2,1637470
2023-04-28,Tiago EV,Electric Hatchback,Central,Indore,4,4278840
2023-04-28,Nexon EV,Electric SUV,Central,Indore,1,1682990
2023-04-28,Punch,Compact SUV,West,Pune,1,796967
2023-04-28,Nexon,SUV,West,Mumbai,2,2690390
2023-04-28,Curvv EV,Electric Coupe SUV,North,Delhi,2,3606954
2023-04-28,Tiago EV,Electric Hatchback,North,Delhi,1,1022393
2023-04-28,Tiago EV,Electric Hatchback,South,Bangalore,5,5277145
2023-04-28,Nexon,SUV,Central,Indore,5,6192295
2023-04-28,Tigor,Sedan,West,Mumbai,3,1984941
2023-04-28,Tigor,Sedan,East,Kolkata,3,2621790
2023-04-28,Altroz,Premium Hatchback,North,Lucknow,3,2836797
2023-04-28,Curvv,Coupe SUV,South,Bangalore,2,2608586
2023-04-28,Nexon EV,Electric SUV,South,Kochi,2,3241810
